2025-03-25 01:08:33 - ERROR - [SETUP] Error connecting to <grpc._server._Server object at 0x103a837d0>: <_InactiveRpcError of RPC that terminated with:
	status = StatusCode.UNAVAILABLE
	details = "failed to connect to all addresses; last error: UNKNOWN: ipv4:127.0.0.1:50001: Failed to connect to remote host: connect: Connection refused (61)"
	debug_error_string = "UNKNOWN:Error received from peer  {created_time:"2025-03-25T01:08:33.921971-04:00", grpc_status:14, grpc_message:"failed to connect to all addresses; last error: UNKNOWN: ipv4:127.0.0.1:50001: Failed to connect to remote host: connect: Connection refused (61)"}"
>
2025-03-25 01:08:34 - ERROR - [SETUP] Error connecting to <grpc._server._Server object at 0x103a837d0>: <_InactiveRpcError of RPC that terminated with:
	status = StatusCode.UNAVAILABLE
	details = "failed to connect to all addresses; last error: UNKNOWN: ipv4:127.0.0.1:50001: Failed to connect to remote host: connect: Connection refused (61)"
	debug_error_string = "UNKNOWN:Error received from peer  {grpc_message:"failed to connect to all addresses; last error: UNKNOWN: ipv4:127.0.0.1:50001: Failed to connect to remote host: connect: Connection refused (61)", grpc_status:14, created_time:"2025-03-25T01:08:34.925499-04:00"}"
>
2025-03-25 01:08:35 - INFO - [RAFT] Received VoteRequest: term=-1, candidate_id=0, last_log_index=0, last_log_term=0
2025-03-25 01:08:35 - INFO - [SETUP] Connected to 127.0.0.1:50001 with response: 
2025-03-25 01:08:35 - ERROR - [SETUP] Error connecting to <grpc._server._Server object at 0x103a837d0>: <_InactiveRpcError of RPC that terminated with:
	status = StatusCode.UNAVAILABLE
	details = "failed to connect to all addresses; last error: UNKNOWN: ipv4:127.0.0.1:50002: Failed to connect to remote host: connect: Connection refused (61)"
	debug_error_string = "UNKNOWN:Error received from peer  {created_time:"2025-03-25T01:08:35.935452-04:00", grpc_status:14, grpc_message:"failed to connect to all addresses; last error: UNKNOWN: ipv4:127.0.0.1:50002: Failed to connect to remote host: connect: Connection refused (61)"}"
>
2025-03-25 01:08:36 - INFO - [RAFT] Received VoteRequest: term=-1, candidate_id=0, last_log_index=0, last_log_term=0
2025-03-25 01:08:36 - INFO - [SETUP] Connected to 127.0.0.1:50002 with response: 
2025-03-25 01:08:36 - ERROR - [SETUP] Error connecting to <grpc._server._Server object at 0x103a837d0>: <_InactiveRpcError of RPC that terminated with:
	status = StatusCode.UNAVAILABLE
	details = "failed to connect to all addresses; last error: UNKNOWN: ipv4:127.0.0.1:50003: Failed to connect to remote host: connect: Connection refused (61)"
	debug_error_string = "UNKNOWN:Error received from peer  {grpc_message:"failed to connect to all addresses; last error: UNKNOWN: ipv4:127.0.0.1:50003: Failed to connect to remote host: connect: Connection refused (61)", grpc_status:14, created_time:"2025-03-25T01:08:36.940063-04:00"}"
>
2025-03-25 01:08:37 - ERROR - [SETUP] Error connecting to <grpc._server._Server object at 0x103a837d0>: <_InactiveRpcError of RPC that terminated with:
	status = StatusCode.UNAVAILABLE
	details = "failed to connect to all addresses; last error: UNKNOWN: ipv4:127.0.0.1:50003: Failed to connect to remote host: connect: Connection refused (61)"
	debug_error_string = "UNKNOWN:Error received from peer  {created_time:"2025-03-25T01:08:37.945849-04:00", grpc_status:14, grpc_message:"failed to connect to all addresses; last error: UNKNOWN: ipv4:127.0.0.1:50003: Failed to connect to remote host: connect: Connection refused (61)"}"
>
2025-03-25 01:08:38 - INFO - [RAFT] Received VoteRequest: term=-1, candidate_id=0, last_log_index=0, last_log_term=0
2025-03-25 01:08:38 - INFO - [SETUP] Connected to 127.0.0.1:50003 with response: 
2025-03-25 01:08:38 - ERROR - [SETUP] Error connecting to <grpc._server._Server object at 0x103a837d0>: <_InactiveRpcError of RPC that terminated with:
	status = StatusCode.UNAVAILABLE
	details = "failed to connect to all addresses; last error: UNKNOWN: ipv4:127.0.0.1:50004: Failed to connect to remote host: connect: Connection refused (61)"
	debug_error_string = "UNKNOWN:Error received from peer  {created_time:"2025-03-25T01:08:38.953106-04:00", grpc_status:14, grpc_message:"failed to connect to all addresses; last error: UNKNOWN: ipv4:127.0.0.1:50004: Failed to connect to remote host: connect: Connection refused (61)"}"
>
2025-03-25 01:08:39 - INFO - [RAFT] Received VoteRequest: term=-1, candidate_id=0, last_log_index=0, last_log_term=0
2025-03-25 01:08:39 - INFO - [SETUP] Connected to 127.0.0.1:50004 with response: 
2025-03-25 01:08:39 - INFO - [SETUP] Server started on port 50005
2025-03-25 01:08:41 - INFO - [RAFT] No leader. Becoming candidate for term 1.
2025-03-25 01:08:42 - INFO - [RAFT] Server 0 election timeout as candidate. Starting new election for term 2.
2025-03-25 01:08:42 - INFO - [RAFT] Sent vote request to 127.0.0.1:50001 with response: 
2025-03-25 01:08:42 - INFO - [RAFT] Sent vote request to 127.0.0.1:50002 with response: 
2025-03-25 01:08:42 - INFO - [RAFT] Sent vote request to 127.0.0.1:50003 with response: 
2025-03-25 01:08:42 - INFO - [RAFT] Sent vote request to 127.0.0.1:50004 with response: 
2025-03-25 01:08:42 - INFO - [RAFT] Server 0 did not win election for term 2.
2025-03-25 01:08:43 - INFO - [RAFT] Received VoteRequest: term=2, candidate_id=2, last_log_index=-1, last_log_term=0
2025-03-25 01:08:44 - INFO - [RAFT] Received VoteRequest: term=2, candidate_id=3, last_log_index=-1, last_log_term=0
2025-03-25 01:08:47 - INFO - [RAFT] Received AppendEntriesRequest: term=2, leader_address=127.0.0.1:50003, most_recent_log_idx=-1, term_of_recent_log=0, leader_commit=-1
2025-03-25 01:08:47 - INFO - [RAFT] Received AppendEntriesRequest: term=2, leader_address=127.0.0.1:50003, most_recent_log_idx=-1, term_of_recent_log=0, leader_commit=-1
2025-03-25 01:08:47 - INFO - [RAFT] Received AppendEntriesRequest: term=2, leader_address=127.0.0.1:50003, most_recent_log_idx=-1, term_of_recent_log=0, leader_commit=-1
2025-03-25 01:08:47 - INFO - [RAFT] Received AppendEntriesRequest: term=2, leader_address=127.0.0.1:50003, most_recent_log_idx=-1, term_of_recent_log=0, leader_commit=-1
2025-03-25 01:08:48 - INFO - [RAFT] Received AppendEntriesRequest: term=2, leader_address=127.0.0.1:50003, most_recent_log_idx=-1, term_of_recent_log=0, leader_commit=-1
2025-03-25 01:08:48 - INFO - [RAFT] Received AppendEntriesRequest: term=2, leader_address=127.0.0.1:50003, most_recent_log_idx=-1, term_of_recent_log=0, leader_commit=-1
2025-03-25 01:08:48 - INFO - [RAFT] Received AppendEntriesRequest: term=2, leader_address=127.0.0.1:50003, most_recent_log_idx=-1, term_of_recent_log=0, leader_commit=-1
2025-03-25 01:08:48 - INFO - [RAFT] Received AppendEntriesRequest: term=2, leader_address=127.0.0.1:50003, most_recent_log_idx=-1, term_of_recent_log=0, leader_commit=-1
2025-03-25 01:08:48 - INFO - [RAFT] Received AppendEntriesRequest: term=2, leader_address=127.0.0.1:50003, most_recent_log_idx=-1, term_of_recent_log=0, leader_commit=-1
2025-03-25 01:08:48 - INFO - [RAFT] Received AppendEntriesRequest: term=2, leader_address=127.0.0.1:50003, most_recent_log_idx=-1, term_of_recent_log=0, leader_commit=-1
2025-03-25 01:08:48 - INFO - [RAFT] Received AppendEntriesRequest: term=2, leader_address=127.0.0.1:50003, most_recent_log_idx=-1, term_of_recent_log=0, leader_commit=-1
2025-03-25 01:08:48 - INFO - [RAFT] Received AppendEntriesRequest: term=2, leader_address=127.0.0.1:50003, most_recent_log_idx=-1, term_of_recent_log=0, leader_commit=-1
2025-03-25 01:08:49 - INFO - [RAFT] Received AppendEntriesRequest: term=2, leader_address=127.0.0.1:50003, most_recent_log_idx=-1, term_of_recent_log=0, leader_commit=-1
2025-03-25 01:08:49 - INFO - [RAFT] Received AppendEntriesRequest: term=2, leader_address=127.0.0.1:50003, most_recent_log_idx=-1, term_of_recent_log=0, leader_commit=-1
2025-03-25 01:08:49 - INFO - [RAFT] Received AppendEntriesRequest: term=2, leader_address=127.0.0.1:50003, most_recent_log_idx=-1, term_of_recent_log=0, leader_commit=-1
2025-03-25 01:08:49 - INFO - [RAFT] Received AppendEntriesRequest: term=2, leader_address=127.0.0.1:50003, most_recent_log_idx=-1, term_of_recent_log=0, leader_commit=-1
2025-03-25 01:08:49 - INFO - [RAFT] Received AppendEntriesRequest: term=2, leader_address=127.0.0.1:50003, most_recent_log_idx=-1, term_of_recent_log=0, leader_commit=-1
2025-03-25 01:08:49 - INFO - [RAFT] Received AppendEntriesRequest: term=2, leader_address=127.0.0.1:50003, most_recent_log_idx=0, term_of_recent_log=2, leader_commit=-1
2025-03-25 01:08:49 - INFO - [RAFT] Received AppendEntriesRequest: term=2, leader_address=127.0.0.1:50003, most_recent_log_idx=0, term_of_recent_log=2, leader_commit=0
2025-03-25 01:08:49 - INFO - [RAFT] Received AppendEntriesRequest: term=2, leader_address=127.0.0.1:50003, most_recent_log_idx=0, term_of_recent_log=2, leader_commit=0
2025-03-25 01:08:49 - INFO - [RAFT] Received AppendEntriesRequest: term=2, leader_address=127.0.0.1:50003, most_recent_log_idx=0, term_of_recent_log=2, leader_commit=0
2025-03-25 01:08:50 - INFO - [RAFT] Received AppendEntriesRequest: term=2, leader_address=127.0.0.1:50003, most_recent_log_idx=0, term_of_recent_log=2, leader_commit=0
2025-03-25 01:08:50 - INFO - [RAFT] Received AppendEntriesRequest: term=2, leader_address=127.0.0.1:50003, most_recent_log_idx=0, term_of_recent_log=2, leader_commit=0
2025-03-25 01:08:50 - INFO - [RAFT] Received AppendEntriesRequest: term=2, leader_address=127.0.0.1:50003, most_recent_log_idx=0, term_of_recent_log=2, leader_commit=0
2025-03-25 01:08:50 - INFO - [RAFT] Received AppendEntriesRequest: term=2, leader_address=127.0.0.1:50003, most_recent_log_idx=0, term_of_recent_log=2, leader_commit=0
2025-03-25 01:08:50 - INFO - [RAFT] Received AppendEntriesRequest: term=2, leader_address=127.0.0.1:50003, most_recent_log_idx=0, term_of_recent_log=2, leader_commit=0
2025-03-25 01:08:50 - INFO - [RAFT] Received AppendEntriesRequest: term=2, leader_address=127.0.0.1:50003, most_recent_log_idx=0, term_of_recent_log=2, leader_commit=0
2025-03-25 01:08:50 - INFO - [RAFT] Received AppendEntriesRequest: term=2, leader_address=127.0.0.1:50003, most_recent_log_idx=0, term_of_recent_log=2, leader_commit=0
2025-03-25 01:08:50 - INFO - [RAFT] Received AppendEntriesRequest: term=2, leader_address=127.0.0.1:50003, most_recent_log_idx=0, term_of_recent_log=2, leader_commit=0
2025-03-25 01:08:50 - INFO - [RAFT] Received AppendEntriesRequest: term=2, leader_address=127.0.0.1:50003, most_recent_log_idx=0, term_of_recent_log=2, leader_commit=0
2025-03-25 01:08:51 - INFO - [RAFT] Received AppendEntriesRequest: term=2, leader_address=127.0.0.1:50003, most_recent_log_idx=0, term_of_recent_log=2, leader_commit=0
2025-03-25 01:08:51 - INFO - [RAFT] Received AppendEntriesRequest: term=2, leader_address=127.0.0.1:50003, most_recent_log_idx=0, term_of_recent_log=2, leader_commit=0
2025-03-25 01:08:51 - INFO - [RAFT] Received AppendEntriesRequest: term=2, leader_address=127.0.0.1:50003, most_recent_log_idx=0, term_of_recent_log=2, leader_commit=0
2025-03-25 01:08:51 - INFO - [RAFT] Received AppendEntriesRequest: term=2, leader_address=127.0.0.1:50003, most_recent_log_idx=0, term_of_recent_log=2, leader_commit=0
2025-03-25 01:08:51 - INFO - [RAFT] Received AppendEntriesRequest: term=2, leader_address=127.0.0.1:50003, most_recent_log_idx=0, term_of_recent_log=2, leader_commit=0
2025-03-25 01:08:51 - INFO - [RAFT] Received AppendEntriesRequest: term=2, leader_address=127.0.0.1:50003, most_recent_log_idx=0, term_of_recent_log=2, leader_commit=0
2025-03-25 01:08:51 - INFO - [RAFT] Received AppendEntriesRequest: term=2, leader_address=127.0.0.1:50003, most_recent_log_idx=0, term_of_recent_log=2, leader_commit=0
2025-03-25 01:08:51 - INFO - [RAFT] Received AppendEntriesRequest: term=2, leader_address=127.0.0.1:50003, most_recent_log_idx=0, term_of_recent_log=2, leader_commit=0
2025-03-25 01:08:51 - INFO - [RAFT] Received AppendEntriesRequest: term=2, leader_address=127.0.0.1:50003, most_recent_log_idx=0, term_of_recent_log=2, leader_commit=0
2025-03-25 01:08:52 - INFO - [RAFT] Received AppendEntriesRequest: term=2, leader_address=127.0.0.1:50003, most_recent_log_idx=0, term_of_recent_log=2, leader_commit=0
2025-03-25 01:08:52 - INFO - [RAFT] Received AppendEntriesRequest: term=2, leader_address=127.0.0.1:50003, most_recent_log_idx=0, term_of_recent_log=2, leader_commit=0
2025-03-25 01:08:52 - INFO - [RAFT] Received AppendEntriesRequest: term=2, leader_address=127.0.0.1:50003, most_recent_log_idx=0, term_of_recent_log=2, leader_commit=0
2025-03-25 01:08:52 - INFO - [RAFT] Received AppendEntriesRequest: term=2, leader_address=127.0.0.1:50003, most_recent_log_idx=0, term_of_recent_log=2, leader_commit=0
2025-03-25 01:08:52 - INFO - [RAFT] Received AppendEntriesRequest: term=2, leader_address=127.0.0.1:50003, most_recent_log_idx=0, term_of_recent_log=2, leader_commit=0
2025-03-25 01:08:52 - INFO - [RAFT] Received AppendEntriesRequest: term=2, leader_address=127.0.0.1:50003, most_recent_log_idx=0, term_of_recent_log=2, leader_commit=0
2025-03-25 01:08:52 - INFO - [RAFT] Received AppendEntriesRequest: term=2, leader_address=127.0.0.1:50003, most_recent_log_idx=0, term_of_recent_log=2, leader_commit=0
2025-03-25 01:08:52 - INFO - [RAFT] Received AppendEntriesRequest: term=2, leader_address=127.0.0.1:50003, most_recent_log_idx=0, term_of_recent_log=2, leader_commit=0
2025-03-25 01:08:52 - INFO - [RAFT] Received AppendEntriesRequest: term=2, leader_address=127.0.0.1:50003, most_recent_log_idx=0, term_of_recent_log=2, leader_commit=0
2025-03-25 01:08:53 - INFO - [RAFT] Received AppendEntriesRequest: term=2, leader_address=127.0.0.1:50003, most_recent_log_idx=1, term_of_recent_log=2, leader_commit=0
2025-03-25 01:08:53 - INFO - [RAFT] Received AppendEntriesRequest: term=2, leader_address=127.0.0.1:50003, most_recent_log_idx=1, term_of_recent_log=2, leader_commit=1
2025-03-25 01:08:53 - INFO - [RAFT] Received AppendEntriesRequest: term=2, leader_address=127.0.0.1:50003, most_recent_log_idx=1, term_of_recent_log=2, leader_commit=1
2025-03-25 01:08:53 - INFO - [RAFT] Received AppendEntriesRequest: term=2, leader_address=127.0.0.1:50003, most_recent_log_idx=1, term_of_recent_log=2, leader_commit=1
2025-03-25 01:08:53 - INFO - [RAFT] Received AppendEntriesRequest: term=2, leader_address=127.0.0.1:50003, most_recent_log_idx=1, term_of_recent_log=2, leader_commit=1
2025-03-25 01:08:53 - INFO - [RAFT] Received AppendEntriesRequest: term=2, leader_address=127.0.0.1:50003, most_recent_log_idx=1, term_of_recent_log=2, leader_commit=1
2025-03-25 01:08:53 - INFO - [RAFT] Received AppendEntriesRequest: term=2, leader_address=127.0.0.1:50003, most_recent_log_idx=1, term_of_recent_log=2, leader_commit=1
2025-03-25 01:08:53 - INFO - [RAFT] Received AppendEntriesRequest: term=2, leader_address=127.0.0.1:50003, most_recent_log_idx=1, term_of_recent_log=2, leader_commit=1
2025-03-25 01:08:53 - INFO - [RAFT] Received AppendEntriesRequest: term=2, leader_address=127.0.0.1:50003, most_recent_log_idx=1, term_of_recent_log=2, leader_commit=1
2025-03-25 01:08:54 - INFO - [RAFT] Received AppendEntriesRequest: term=2, leader_address=127.0.0.1:50003, most_recent_log_idx=1, term_of_recent_log=2, leader_commit=1
2025-03-25 01:08:54 - INFO - [RAFT] Received AppendEntriesRequest: term=2, leader_address=127.0.0.1:50003, most_recent_log_idx=1, term_of_recent_log=2, leader_commit=1
2025-03-25 01:08:54 - INFO - [RAFT] Received AppendEntriesRequest: term=2, leader_address=127.0.0.1:50003, most_recent_log_idx=1, term_of_recent_log=2, leader_commit=1
2025-03-25 01:08:54 - INFO - [RAFT] Received AppendEntriesRequest: term=2, leader_address=127.0.0.1:50003, most_recent_log_idx=1, term_of_recent_log=2, leader_commit=1
2025-03-25 01:08:54 - INFO - [RAFT] Received AppendEntriesRequest: term=2, leader_address=127.0.0.1:50003, most_recent_log_idx=1, term_of_recent_log=2, leader_commit=1
2025-03-25 01:08:54 - INFO - [RAFT] Received AppendEntriesRequest: term=2, leader_address=127.0.0.1:50003, most_recent_log_idx=1, term_of_recent_log=2, leader_commit=1
2025-03-25 01:08:54 - INFO - [RAFT] Received AppendEntriesRequest: term=2, leader_address=127.0.0.1:50003, most_recent_log_idx=1, term_of_recent_log=2, leader_commit=1
2025-03-25 01:08:54 - INFO - [RAFT] Received AppendEntriesRequest: term=2, leader_address=127.0.0.1:50003, most_recent_log_idx=1, term_of_recent_log=2, leader_commit=1
2025-03-25 01:08:54 - INFO - [RAFT] Received AppendEntriesRequest: term=2, leader_address=127.0.0.1:50003, most_recent_log_idx=1, term_of_recent_log=2, leader_commit=1
2025-03-25 01:08:55 - INFO - [RAFT] Received AppendEntriesRequest: term=2, leader_address=127.0.0.1:50003, most_recent_log_idx=1, term_of_recent_log=2, leader_commit=1
2025-03-25 01:08:55 - INFO - [RAFT] Received AppendEntriesRequest: term=2, leader_address=127.0.0.1:50003, most_recent_log_idx=1, term_of_recent_log=2, leader_commit=1
2025-03-25 01:08:55 - INFO - [RAFT] Received AppendEntriesRequest: term=2, leader_address=127.0.0.1:50003, most_recent_log_idx=1, term_of_recent_log=2, leader_commit=1
